id,Price
188533,16594.426456646062
188534,74440.91596988519
188535,54795.66235764846
188536,22212.58602767131
188537,30129.645888690335
188538,16743.015650573034
188539,11546.230564380661
188540,43541.326688332054
188541,88151.60545958093
188542,31267.276245160294
188543,60612.58492538254
188544,12262.118593335546
188545,53927.89490772652
188546,107981.93562187365
188547,21478.21620779123
188548,127912.76009942708
188549,23498.87986038332
188550,9746.419883068857
188551,84407.81882493939
188552,53485.10406141427
188553,70784.2550869093
188554,20292.248393944366
188555,32000.910843427213
188556,21795.260666657894
188557,21083.96514096261
188558,69694.08723475145
188559,27562.39335403456
188560,16135.673604543166
188561,83172.173322403
188562,23274.794278620182
188563,94920.89342552894
188564,48217.84527502344
188565,42669.336957573134
188566,29748.607960614954
188567,13414.287830181913
188568,50404.057327123686
188569,18012.091761593583
188570,17948.59470203094
188571,37843.38764898311
188572,99333.08952441909
188573,26786.29245286107
188574,36457.19641560001
188575,42458.03848392311
188576,32752.728762632905
188577,10317.827330803726
188578,37474.39039422981
188579,37367.615086930375
188580,38576.48236584725
188581,87152.06093779634
188582,24569.83480897322
188583,88637.77821019305
188584,34943.68401228871
188585,37571.850510757664
188586,30858.031682268032
188587,56000.5065531169
188588,26317.106832391106
188589,17099.944642237777
188590,32328.42307004793
188591,27244.736408315515
188592,36829.4406190709
188593,27232.387955676597
188594,70529.7397530533
188595,25547.217896904585
188596,54790.56555799925
188597,25357.5000091612
188598,26463.036696759456
188599,13421.814407946324
188600,57506.652757357435
188601,56281.68129431741
188602,35039.90588179525
188603,140344.12712987157
188604,10680.167274553916
188605,33607.11864916988
188606,36538.61334130363
188607,57791.855101756155
188608,13385.774756587693
188609,53773.204135000036
188610,43599.951818269226
188611,18688.391653026425
188612,64627.654959701824
188613,21805.784420975746
188614,16919.70188271033
188615,33267.06969206494
188616,92475.30073122797
188617,45030.246659458324
188618,27054.420342100213
188619,84598.75482265427
188620,26194.25439818557
188621,24371.756304237297
188622,71342.84307087753
188623,55652.558109116595
188624,42657.18163624019
188625,27163.388820411816
188626,16771.67703995096
188627,124670.31645309018
188628,89461.95036299422
188629,29694.59515658222
188630,25626.30769145408
188631,57150.438693937176
188632,54725.91980386045
188633,53485.10406141427
188634,9671.04920895196
188635,27248.81406041932
188636,52396.04817056176
188637,9896.697725567892
188638,41697.5388600727
188639,25565.663207460017
188640,11585.711240167684
188641,23869.556856458392
188642,15554.508004482981
188643,77232.642684932
188644,89875.31685934497
188645,62035.90724125795
188646,12205.220307199228
188647,30261.31789243268
188648,26584.671937600193
188649,42489.920781075794
188650,98830.74718773073
188651,50374.45745856062
188652,70982.90338329281
188653,60827.45269333037
188654,12220.33451447237
188655,19718.666225640867
188656,26114.496329674577
188657,36726.774717099535
188658,10219.657396073133
188659,60640.59390503588
188660,10575.610680023678
188661,99419.86751251467
188662,9566.56393439073
188663,15449.132269760536
188664,86573.03364445629
188665,103384.57669113923
188666,27227.86080733277
188667,12229.497194170406
188668,15951.506171928715
188669,28027.475648401938
188670,65935.9072094969
188671,23353.377087344445
188672,28646.892803727027
188673,58636.25529371302
188674,13044.60033882906
188675,36694.830842014904
188676,48319.1242794372
188677,9951.728040077965
188678,33687.85662340871
188679,29826.286811378548
188680,87367.95513367391
188681,13063.465637285839
188682,15324.98464970403
188683,12286.176707625556
188684,70651.23318069881
188685,53444.37019977592
188686,105212.64241936126
188687,23203.186013655006
188688,37034.337913274816
188689,12895.583390745089
188690,40462.920453514715
188691,51013.898831535385
188692,34948.154593685984
188693,12992.128639063743
188694,14630.099291011797
188695,21227.25636245921
188696,68232.83375013407
188697,26132.666771297037
188698,15843.651969495002
188699,60356.85359277638
188700,118070.7705150453
188701,25863.338449097515
188702,14489.339295650278
188703,83754.59075608404
188704,54042.760465012245
188705,28162.729621636216
188706,108811.10119855432
188707,10729.324707025404
188708,15621.758825062854
188709,13079.982067769515
188710,20698.70417861858
188711,28752.675056435237
188712,66590.7882141519
188713,31577.514458638456
188714,19471.75196460771
188715,42238.11285668744
188716,93095.89720795226
188717,12215.589281979594
188718,16298.304432311956
188719,27105.856044210283
188720,17122.91548715876
188721,68758.33783981294
188722,55015.1986232517
188723,21140.746713159715
188724,27569.805499445232
188725,12475.939427827152
188726,43128.50264201578
188727,11650.706663543311
188728,50660.76597906519
188729,24177.06436107444
188730,60217.908363683026
188731,62113.0112347852
188732,43309.1966051338
188733,23753.147579571327
188734,10893.479727901058
188735,9473.241506644657
188736,12195.804594692927
188737,88385.27401643174
188738,94587.42166718695
188739,45784.30931596446
188740,91269.40548800197
188741,43647.53268597765
188742,26425.24558135411
188743,36866.677701395034
188744,77377.42140094828
188745,69586.61957445144
188746,38883.55921489265
188747,35124.3631085453
188748,17642.133069128304
188749,71091.08706987857
188750,9522.085051431146
188751,61406.73891151173
188752,101766.12077666703
188753,9809.135305154674
188754,69380.68346718352
188755,86710.16093645344
188756,32098.390320855633
188757,23012.37030788309
188758,10193.313683079117
188759,17756.93331110325
188760,10660.66630571647
188761,37203.344039007156
188762,58664.31224252231
188763,31508.591921770872
188764,14558.87993721784
188765,56071.96885701994
188766,30110.16199848334
188767,13414.65854086971
188768,35055.85010711556
188769,86307.2499261741
188770,52047.23944037314
188771,13755.357533143828
188772,9473.241506644657
188773,48731.012185872525
188774,52795.32572548659
188775,54894.76748065892
188776,12229.497194170406
188777,19378.81726044137
188778,23617.321112662892
188779,86639.07392254718
188780,64547.23364929964
188781,77776.34837604103
188782,15524.16057630272
188783,22025.356411395474
188784,50911.41696792684
188785,29656.97913668772
188786,34828.15433733345
188787,10215.125834046543
188788,16569.552305877056
188789,48888.03210326818
188790,10862.518363016741
188791,9360.45418978593
188792,62481.46557696503
188793,23428.2151462958
188794,15973.552076779306
188795,41568.71204693319
188796,25017.374920093996
188797,86903.39314421837
188798,23208.66423056831
188799,17828.33082395156
188800,54854.34526937585
188801,44055.968085058266
188802,30016.447035764475
188803,86222.39254108266
188804,10638.669875701253
188805,13062.555261356485
188806,85736.70006343375
188807,44003.354292561206
188808,61040.169312940525
188809,32210.09311567204
188810,20810.435183805566
188811,55657.00437085121
188812,25553.646331579144
188813,15835.30536567928
188814,37008.817005094155
188815,19780.32825152
188816,37193.67855753386
188817,31851.549536987724
188818,37860.92524297517
188819,42592.14382302869
188820,50607.214150865504
188821,33828.12617664061
188822,21665.742414554377
188823,38367.2541970294
188824,9688.401024808307
188825,35553.521434423514
188826,9531.01313822984
188827,34213.7414186189
188828,25889.06731810845
188829,15902.045809474672
188830,55123.79492084082
188831,66530.76785057718
188832,10863.40511792886
188833,25161.042025599127
188834,30811.259408023394
188835,22044.130355332203
188836,36273.60436053219
188837,41931.36212060621
188838,15973.552076779306
188839,17135.21413120558
188840,27226.28362789633
188841,51642.433370609986
188842,16388.862732870602
188843,61038.95942277235
188844,38801.611911032014
188845,22099.73700689322
188846,32742.035867464176
188847,85778.77894026047
188848,15919.93609363048
188849,26645.741890959427
188850,70754.78109812728
188851,94803.16552646561
188852,66483.09263190828
188853,17328.456895544878
188854,19122.050573474964
188855,70945.64434327361
188856,98904.63231773545
188857,86521.94243155455
188858,50274.12797278904
188859,50274.12797278904
188860,9510.680258715625
188861,41692.818112865556
188862,112193.65870831147
188863,25104.296091936307
188864,29324.245405276295
188865,35415.100396381895
188866,43445.69343364252
188867,13614.760361208864
188868,137468.3156497349
188869,22337.369621958125
188870,9633.792014533728
188871,12532.837713963469
188872,37015.584243763544
188873,51534.072728958694
188874,35493.36927491668
188875,17744.923465131193
188876,24910.824220490194
188877,57400.11324884227
188878,70081.44088331681
188879,80760.45079500582
188880,44109.46026189731
188881,10761.734128958693
188882,50780.28886169159
188883,36262.517998413794
188884,97585.13516484738
188885,35259.33560461135
188886,42647.71030429846
188887,120672.59182975708
188888,166226.49727589477
188889,43247.5209617452
188890,20836.61488139621
188891,42218.98301722844
188892,31970.40172739609
188893,78661.67652621225
188894,12229.497194170406
188895,24806.555841590536
188896,35631.54853525759
188897,20433.17660141391
188898,10679.875150958705
188899,177175.54802972195
188900,9337.445983823734
188901,9968.37624866555
188902,84379.69466724074
188903,71405.74182075387
188904,37163.695618351354
188905,29658.5431962235
188906,57297.688869149315
188907,76397.34601246641
188908,20274.988387482572
188909,33860.38687431955
188910,21033.015444214343
188911,51331.937853697
188912,29958.67418425134
188913,70057.72623511862
188914,59740.265207158125
188915,52802.04356024761
188916,9966.039104273506
188917,61028.17434791734
188918,12259.612930403864
188919,22114.64062483531
188920,18813.405883482264
188921,57026.03455380754
188922,42309.225568475274
188923,82267.42910357357
188924,44214.715619954804
188925,45687.03527089859
188926,56684.749090361496
188927,9473.241506644657
188928,62983.163766396254
188929,19821.504712437556
188930,14767.130996722775
188931,43017.96980011947
188932,27615.286890439726
188933,85838.8722383012
188934,59889.34528499264
188935,34623.36769832217
188936,36181.58181532339
188937,35389.66980916415
188938,22497.87091419955
188939,67678.64187948518
188940,11284.442836094619
188941,73049.73873489878
188942,99938.29958136643
188943,63062.21517963725
188944,37640.120334207764
188945,24755.918008644996
188946,30696.21088757664
188947,39238.152248950224
188948,70643.24142594208
188949,97979.34874471797
188950,23691.617392960336
188951,37344.76510643702
188952,9536.885313628214
188953,9517.222441511467
188954,23474.89607234566
188955,55314.76780804856
188956,21574.463267005183
188957,36262.517998413794
188958,28265.043176595296
188959,12307.171348846514
188960,57487.770997685555
188961,88920.45936775136
188962,14587.033832871582
188963,60032.98781182818
188964,52784.179487004345
188965,9337.445983823734
188966,55359.05386005484
188967,67905.6378996419
188968,27230.174394458358
188969,36666.25265752079
188970,38333.77577985454
188971,33775.21021944134
188972,73942.01603432455
188973,88694.60531938766
188974,37154.37297003927
188975,28497.74729589486
188976,13914.150216034353
188977,26637.16754333384
188978,10710.920760672449
188979,61073.40392703032
188980,19085.801030786697
188981,16236.701143280075
188982,32614.815055186744
188983,63544.024059998665
188984,29450.093651619634
188985,13054.635829235629
188986,23070.001525828102
188987,51649.59891609417
188988,23570.627403335086
188989,48859.357093835926
188990,41472.06618962918
188991,55486.91439711548
188992,29964.0085983499
188993,29232.687891685244
188994,36348.61697706384
188995,35391.50550437249
188996,20342.790676621353
188997,84159.58172924649
188998,62066.863842769846
188999,12262.118593335546
189000,12487.587286849077
189001,24995.962309913546
189002,48407.33482291959
189003,28889.401031869285
189004,54510.25216056997
189005,47769.68859081304
189006,53635.96016316779
189007,36348.61697706384
189008,28272.66182645296
189009,13363.1311824858
189010,44104.61384560582
189011,42489.920781075794
189012,48507.115172959726
189013,45769.5125383828
189014,31307.85024517217
189015,20770.482159919975
189016,63694.94563321413
189017,12275.407976770406
189018,18337.00344108349
189019,12357.406929119275
189020,15061.963784348382
189021,48335.62614786461
189022,44820.46349361325
189023,63823.39018448312
189024,29327.013560681717
189025,86307.2499261741
189026,20055.49659418028
189027,12593.80270387151
189028,55250.49066650568
189029,16505.941685761776
189030,17933.457217709987
189031,36348.61697706384
189032,48784.21687648611
